,0
5931,CDC16
5932,ZSCAN10
5933,THEM6
5934,EXOC3L2
5935,PVRL2
5936,APOE
5937,TOMM40
5938,APOC1
5939,GADD45G
5940,LRCH2
5941,DPP6
5942,XPO7
5943,ACE2
5944,FAM98C
5945,SAFB2
5946,RPL36
5947,ATP8B3
5948,NCAN
5949,KIF1A
5950,GTPBP3
5951,PLVAP
5952,BST2
5953,SLC27A1
5954,NSUN5
5955,USHBP1
5956,GLT25D1
5957,DDA1
5958,MRPL34
5959,PGLS
5960,LSM7
5961,TULP4
5962,SNX9
5963,RTN4IP1
5964,QRSL1
5965,C6orf203
5966,RSPH3
5967,MAS1
5968,ACSBG2
5969,MLLT1
5970,FUT5
5971,BMP15
5972,MLLT4
5973,ACTN4
5974,STK33
5975,NDUFA10
5976,EPO
5977,ARPC1B
5978,CACNG6
5979,ZSWIM6
5980,FCHO1
5981,UNC13A
5982,MAP1S
5983,KLHDC7B
5984,SCO2
5985,PXDN
5986,SSBP4
5987,GDF15
5988,PGPEP1
5989,KIAA1683
5990,LSM4
5991,JUND
5992,HRC
5993,TRPM4
5994,SULT4A1
5995,ZNF557
5996,CRB3
5997,OLFM1
5998,CAMSAP1
5999,UBAC1
6000,SAG
6001,ZBTB46
6002,HELZ2
6003,LSP1
6004,TNNT3
6005,TNNI2
6006,COL5A1
6007,ATXN10
6008,TUBGCP2
6009,CALY
6010,CYP2E1
6011,PNPLA7
6012,HBZ
6013,PAK4
6014,MNX1
6015,ZNF337
6016,CEP85
6017,TAF4
6018,GATA5
6019,RBBP8NL
6020,LAMA5
6021,OSBPL2
6022,ADRM1
6023,ASS1
6024,PRDM12
6025,EXOSC2
6026,POMT1
6027,UCK1
6028,FIBCD1
6029,PRRC2B
6030,CHMP2A
6031,UBE2M
6032,TRIM28
6033,C16orf13
6034,YIPF2
6035,ATG4D
6036,EIF2S3
6037,TMEM160
6038,ZC3H4
6039,NPAS1
6040,GMFG
6041,MAP3K10
6042,ARHGEF16
6043,LRRC47
6044,SESN2
6045,SMPDL3B
6046,ATPIF1
6047,MED18
6048,THEMIS2
6049,CLIP1
6050,CCDC62
6051,HIP1R
6052,ZNF317
6053,EIF3G
6054,ANGPTL6
6055,C19orf66
6056,DNMT1
6057,ZNF426
6058,SLC6A8
6059,PNCK
6060,DKC1
6061,PLXNA3
6062,DUSP9
6063,MPP1
6064,ZNF331
6065,ZNF236
6066,SLC7A10
6067,LRP3
6068,C12orf65
6069,NOL11
6070,UBE4B
6071,CASZ1
6072,PKDREJ
6073,HSD17B3
6074,HABP4
6075,FBP2
6076,SLC35D2
6077,UBA1
6078,RGN
6079,POLN
6080,TXLNG2P
6081,PPIL4
6082,ULBP2
6083,AKAP12
6084,SYNE1
6085,ULBP3
6086,LATS1
6087,EPS8L1
6088,LILRB2
6089,AAR2
6090,TTLL9
6091,BPIFA2
6092,RBM39
6093,COX4I2
6094,BPIFA3
6095,ZNF341
6096,GGT7
6097,DEFB118
6098,ACSS2
6099,EDA2R
6100,ARHGEF9
6101,C1QL1
6102,GFAP
6103,PYY
6104,HIGD1B
6105,ATP6V1E1
6106,ZNF227
6107,ZNF428
6108,TEX101
6109,ZNF141
6110,CCL25
6111,COX4I1
6112,EMC8
6113,GSE1
6114,GINS2
6115,CHMP1A
6116,SH3BGRL
6117,COX7B
6118,SLC34A1
6119,F12
6120,PRR7
6121,NFATC1
6122,IDO1
6123,CAP1
6124,PPT1
6125,RAB11FIP4
6126,RLIM
6127,CDX4
6128,ABCB7
6129,TRAF3
6130,HAUS8
6131,EMR3
6132,MRPS25
6133,SH3BP5
6134,HACL1
6135,TBC1D5
6136,CAPN7
6137,RFTN1
6138,C3orf20
6139,ZFYVE20
6140,GALNT15
6141,SLC6A6
6142,KCNC3
6143,NAPSA
6144,NAPSB
6145,NR1H2
6146,LRRC4B
6147,PDLIM4
6148,KIF3A
6149,MGAT1
6150,GFPT2
6151,TUBG1
6152,PSME3
6153,RPL27
6154,PSMC3IP
6155,AOC3
6156,ACLY
6157,VPS25
6158,RAMP2
6159,AOC2
6160,G6PC
6161,NDUFA2
6162,DIAPH1
6163,NDFIP1
6164,UBE2D2
6165,EXOC4
6166,ACAP3
6167,C1orf159
6168,ANO1
6169,PPFIA1
6170,TMEM204
6171,KREMEN2
6172,THOC6
6173,TRAF7
6174,BARX1
6175,NINJ1
6176,CA6
6177,NPHP4
6178,MAP1B
6179,IL13RA1
6180,WDR44
6181,CKMT2
6182,ZCCHC9
6183,KRT34
6184,KRT33B
6185,TNS4
6186,TOP2A
6187,STARD3
6188,RARA
6189,PPP1R1B
6190,KHDRBS3
6191,CHD1L
6192,PEX11B
6193,FMO5
6194,PIAS3
6195,PRKAB2
6196,RBM8A
6197,FSHB
6198,PDHA1
6199,RAI2
6200,MCCC2
6201,ZNF304
6202,ZSCAN5A
6203,ZNF132
6204,USP29
6205,VIMP
6206,CHSY1
6207,SNRPA1
6208,LLGL1
6209,NR0B2
6210,LIN28A
6211,THAP1
6212,RHPN2
6213,C19orf12
6214,C19orf40
6215,ACTR10
6216,ABHD12B
6217,GCH1
6218,LGALS3
6219,PODNL1
6220,DNAJB1
6221,ZSWIM4
6222,FBXW9
6223,RFX1
6224,C19orf57
6225,DCAF15
6226,CC2D1A
6227,RTBDN
6228,MATN3
6229,TRIM21
6230,SPATA6
6231,LRRC41
6232,LHX1
6233,GAS2L2
6234,CCT6B
6235,ACACA
6236,DHX30
6237,RAF1
6238,SLC6A11
6239,PPARG
6240,NUP210
6241,FCRLA
6242,ENOSF1
6243,LINC00470
6244,EMILIN2
6245,ARFIP2
6246,TRIM5
6247,CNGA4
6248,TRIM22
6249,RRP8
6250,EFR3A
6251,PTCD3
6252,IMMT
6253,MRPL35
6254,IQCA1
6255,ILKAP
6256,PER2
6257,RAMP1
6258,PTPRE
6259,RAN
6260,PRKAA1
6261,CARD6
6262,RAP1GAP2
6263,CLUH
6264,INPP5K
6265,MYBBP1A
6266,RPA1
6267,SERPINF1
6268,UBE2G1
6269,EEFSEC
6270,TBC1D14
6271,TMEM128
6272,COQ3
6273,PNISR
6274,POPDC3
6275,SEC61G
6276,LANCL2
6277,FIGNL1
6278,DDC
6279,FTHL17
6280,GRSF1
6281,ENAM
6282,IGJ
6283,ANKRD17
6284,UTP3
6285,ITGB4
6286,WBP2
6287,H3F3B
6288,UNK
6289,TRIM47
6290,ZRANB2
6291,EIF5A
6292,KDM6B
6293,CLEC10A
6294,SLC52A1
6295,GUCY2D
6296,XAF1
6297,DLG4
6298,HRSP12
6299,VPS13B
6300,RGS22
6301,MATN2
6302,REEP2
6303,PCBD2
6304,SDF2
6305,FLOT2
6306,ERAL1
6307,PRMT7
6308,NIP7
6309,TERF2
6310,VPS4A
6311,MTSS1L
6312,HSPA12B
6313,ANKEF1
6314,SCP2D1
6315,PCED1A
6316,SNAP25
6317,BTBD3
6318,PCNA
6319,NXT1
6320,POLR3F
6321,RIN2
6322,PTPRA
6323,RHBG
6324,KIAA0907
6325,ATP1A4
6326,NES
6327,BCAN
6328,CRP
6329,ARHGEF11
6330,RAB25
6331,HAPLN2
6332,APCS
6333,FCRL2
6334,DCAF8
6335,SYT11
6336,IGHMBP2
6337,ACY3
6338,ALDH3B2
6339,MTL5
6340,MMACHC
6341,DPH2
6342,TOE1
6343,NASP
6344,MUTYH
6345,CTNNBL1
6346,LPIN3
6347,ZSWIM3
6348,RBM38
6349,VSTM2L
6350,C20orf111
6351,SERINC3
6352,PPP1R3D
6353,DMGDH
6354,BHMT2
6355,AP3B1
6356,ZBED3
6357,INADL
6358,KANK4
6359,ANGPTL3
6360,SYT4
6361,SLC14A2
6362,FBXO44
6363,RSG1
6364,CASP9
6365,NMUR2
6366,DCTN4
6367,PDE6A
6368,ATP8A2
6369,MTUS2
6370,ZMYM5
6371,USPL1
6372,XPO4
6373,TPTE2
6374,POMP
6375,CDK8
6376,ALOX5AP
6377,WASF3
6378,RNF17
6379,GPR12
6380,CHRM3
6381,MYH8
6382,MYH10
6383,PEMT
6384,SCO1
6385,CHI3L1
6386,MYBPH
6387,PIK3C2B
6388,DSTYK
6389,CHIT1
6390,SLC41A1
6391,LGR6
6392,TMCC2
6393,DCLK1
6394,CCNA1
6395,COG6
6396,SPG20
6397,RXFP2
6398,EPSTI1
6399,TRPC4
6400,POSTN
6401,RFXAP
6402,KIAA1704
6403,STOML3
6404,KL
6405,RFC3
6406,STARD13
6407,IRS4
6408,BEX2
6409,RNF128
6410,TBC1D8B
6411,TCEAL4
6412,TEX13A
6413,BEX1
6414,FAM104A
6415,SLC39A11
6416,EPHB2
6417,SRRM1
6418,BTBD2
6419,PRAM1
6420,SUV420H2
6421,ZNF414
6422,PDE6B
6423,HSPBP1
6424,CSNK1G2
6425,ANKRD32
6426,CNDP2
6427,MACROD1
6428,WDR74
6429,LGALS12
6430,RTN3
6431,RARRES3
6432,HRASLS2
6433,MYH11
6434,FOPNL
6435,MED10
6436,PDZD2
6437,MORC2
6438,LARGE
6439,MYO18B
6440,C1QTNF6
6441,FAM83F
6442,SEC14L4
6443,GIMAP6
6444,GIMAP4
6445,ADCK2
6446,MKRN1
6447,AGAP3
6448,KRBA1
6449,ZNF767
6450,ACTR3B
6451,NTS
6452,LRRIQ1
6453,C12orf29
6454,ATP13A3
6455,SFTPD
6456,DYDC2
6457,TMEM254
6458,TMTC1
6459,KRAS
6460,IPO8
6461,LARS
6462,SPINK5
6463,IMPA1
6464,LRRCC1
6465,E2F5
6466,CA1
6467,CCDC59
6468,SWAP70
6469,ARNTL
6470,LYVE1
6471,AMPD3
6472,MICALCL
6473,SBF2
6474,MICAL2
6475,HSD17B4
6476,ZFC3H1
6477,TEX15
6478,TMEM66
6479,RNF122
6480,DUSP26
6481,DPF2
6482,MEN1
6483,C14orf1
6484,GSC
6485,C14orf159
6486,UNC79
6487,NUMB
6488,CATSPERB
6489,VRTN
6490,TTC9
6491,MED6
6492,EIF2S1
6493,LOXL2
6494,ELP3
6495,PEBP4
6496,ADAMDEC1
6497,CTIF
6498,MRO
6499,MBD2
6500,IER3IP1
6501,MRPS36
6502,CCNB1
6503,CDK7
6504,CD180
6505,IRAK2
6506,CAMK1
6507,THUMPD3
6508,VHL
6509,BHLHE40
6510,ARL8B
6511,EDEM1
6512,CNTN6
6513,CHL1
6514,MEIS2
6515,ATPBD4
6516,KATNBL1
6517,EMC7
6518,TRPM1
6519,GNAT2
6520,PRPF38B
6521,REG4
6522,TSPAN2
6523,TSHB
6524,GSTM3
6525,SYT6
6526,VAV3
6527,CHIA
6528,PSRC1
6529,HMGCS2
6530,PTPN22
6531,SORT1
6532,WNT2B
6533,PTGFRN
6534,LAMTOR5
6535,ADAM30
6536,NOTCH2
6537,TRIM45
6538,CEPT1
6539,CD101
6540,VTCN1
6541,NGF
6542,AP4B1
6543,NAPG
6544,SPIRE1
6545,PPHLN1
6546,TMEM106C
6547,SLC38A2
6548,PLEKHA8P1
6549,YWHAQ
6550,KIDINS220
6551,GRHL1
6552,ROCK2
6553,RSAD2
6554,MYCN
6555,LPIN1
6556,CMPK2
6557,IAH1
6558,LDHA
6559,ANO3
6560,IL6ST
6561,FST
6562,NAV1
6563,CDC73
6564,TIMM17A
6565,CRB1
6566,CFHR5
6567,ERN2
6568,RPS15A
6569,RAX
6570,NARS
6571,GRP
6572,KIAA1468
6573,FBXO18
6574,RBM17
6575,IL2RA
6576,ANKRD16
6577,ECHDC3
6578,IL15RA
6579,CCNH
6580,HRH4
6581,TMEM241
6582,KCTD1
6583,CABLES1
6584,DOCK2
6585,EMP1
6586,SOX5
6587,RERG
6588,SLCO1B1
6589,KLRD1
6590,KLRC1
6591,C12orf39
6592,PRH2
6593,LRP4
6594,MYBPC3
6595,DDB2
6596,ACP2
6597,USP26
6598,FAM127A
6599,RAB33A
6600,SOX3
6601,RBMX2
6602,nan
6603,PIWIL4
6604,MTNR1B
6605,PUM1
6606,SPOCD1
6607,YARS
6608,PHC2
6609,CDCA8
6610,GNL2
6611,EIF2C4
6612,HOOK1
6613,CYP2J2
6614,BTF3L4
6615,ZCCHC11
6616,PRPF38A
6617,DSC2
6618,DSG3
6619,RNF138
6620,ELP2
6621,DSG1
6622,DSC3
6623,DSC1
6624,DTNA
6625,FHOD3
6626,TPGS2
6627,DAGLA
6628,TIMM10
6629,GIF
6630,DHX34
6631,APLNR
6632,FADS2
6633,TMEM258
6634,TCN1
6635,C5AR2
6636,TMEM165
6637,CLOCK
6638,PDGFRA
6639,GGACT
6640,COL4A2
6641,CLDN10
6642,DZIP1
6643,UBAC2
6644,ARGLU1
6645,BIVM
6646,ERCC5
6647,TPP2
6648,KDELC1
6649,CARS2
6650,ARHGAP32
6651,STT3A
6652,ADAMTS8
6653,ACRV1
6654,ETS1
6655,SLC37A2
6656,KLB
6657,NREP
6658,WDR36
6659,OSTF1
6660,RFK
6661,UBQLN1
6662,NAA35
6663,C9orf40
6664,ANXA1
6665,CTSL1
6666,TMEM2
6667,AGTPBP1
6668,GOLM1
6669,FAM189A2
6670,PSAT1
6671,ADAM19
6672,HAVCR2
6673,CCNJL
6674,TAOK3
6675,USP30
6676,SDS
6677,MSI1
6678,HNF1A
6679,FBXO21
6680,TBX3
6681,OASL
6682,HRK
6683,RNFT2
6684,P2RX4
6685,CCDC64
6686,DTX1
6687,TRAFD1
6688,DMTF1
6689,TMEM243
6690,CCDC146
6691,TMEM60
6692,CD36
6693,UGT2A3
6694,CSN2
6695,UGT2B28
6696,PNPLA8
6697,FAM71F1
6698,RINT1
6699,SRPK2
6700,KCP
6701,TES
6702,MDFIC
6703,MTO1
6704,BAI3
6705,ANKRD6
6706,HTR1B
6707,KIAA1009
6708,SYNCRIP
6709,SNX14
6710,NT5E
6711,MRAP2
6712,EPHA7
6713,AKIRIN2
6714,ORC3
6715,LCA5
6716,MAP3K7
6717,CGA
6718,GJA10
6719,PRR5L
6720,LMO2
6721,PHF21A
6722,NAT10
6723,EHF
6724,ELF5
6725,PRRG4
6726,CAPRIN1
6727,ATP5G2
6728,CD63
6729,PRPH
6730,AVIL
6731,AMHR2
6732,LACRT
6733,GDF11
6734,GLS2
6735,ITGA7
6736,TESPA1
6737,FAM186B
6738,AGAP2
6739,KRT85
6740,CDK4
6741,PPP1R1A
6742,TROAP
6743,TSPAN31
6744,B4GALNT1
6745,TFCP2
6746,COQ10A
6747,FAIM2
6748,PAN2
6749,ESPL1
6750,KRT121P
6751,KRT7
6752,SLC26A10
6753,ACVR1B
6754,OS9
6755,MIP
6756,KCNH3
6757,LTV1
6758,MAP7
6759,CD164
6760,LACE1
6761,NHSL1
6762,AHI1
6763,HEY2
6764,PKIB
6765,TAAR5
6766,NMBR
6767,SMPD2
6768,MICAL1
6769,REPS1
6770,STX11
6771,TEC
6772,PRADC1
6773,SEMA4F
6774,CCT7
6775,EGR4
6776,RAB11FIP5
6777,SMYD5
6778,DYSF
6779,CCDC142
6780,EMX1
6781,KCNMB4
6782,USP15
6783,GNS
6784,CPM
6785,MDM2
6786,KLHL36
6787,BCMO1
6788,MPHOSPH6
6789,KIAA0513
6790,DYNC1LI2
6791,FBXL8
6792,FHOD1
6793,CCDC102A
6794,SLC9A5
6795,AGT
6796,ZNF670
6797,PCNXL2
6798,KCNK1
6799,URB2
6800,EGLN1
6801,CAPN9
6802,COG2
6803,ABCB10
6804,NTPCR
6805,TAF5L
6806,GLUL
6807,STX6
6808,RGS8
6809,RNASEL
6810,DHX9
6811,KIAA1614
6812,CEP350
6813,NPL
6814,FAM129A
6815,PIGC
6816,ACBD6
6817,LAMC1
6818,RC3H1
6819,GPR55
6820,SP110
6821,MRPL44
6822,CHRND
6823,PAX3
6824,DOCK10
6825,TTLL4
6826,USP37
6827,HTR2B
6828,ITM2C
6829,SLC19A3
6830,SERPINE2
6831,DNAJB2
6832,WNT10A
6833,TMBIM1
6834,CYP27A1
6835,EIF4E2
6836,ARMC9
6837,CAB39
6838,COX5B
6839,REV1
6840,TSGA10
6841,MFSD9
6842,TMEM127
6843,EDAR
6844,TGFBRAP1
6845,GCC2
6846,MRPS9
6847,GPR45
6848,C2orf49
6849,ANKRD36
6850,EPC2
6851,ARHGEF4
6852,ISCU
6853,ALDH1L2
6854,STAB2
6855,USP44
6856,SCYL2
6857,CKAP4
6858,PLXNC1
6859,APPL2
6860,PWP1
6861,DRAM1
6862,KIAA1033
6863,SLC41A2
6864,VILL
6865,FLNB
6866,NEK3
6867,PCDH8
6868,VPS36
6869,RNASEH2B
6870,CKAP2
6871,LECT1
6872,TBC1D4
6873,BORA
6874,LRCH1
6875,SUCLA2
6876,RCBTB1
6877,MED4
6878,PHF11
6879,COG3
6880,LMO7
6881,SCEL
6882,ITM2B
6883,SPRY2
6884,NUDT15
6885,EDNRB
6886,RCBTB2
6887,LCP1
6888,SETDB2
6889,SCRN1
6890,TNS3
6891,CHST12
6892,IGF2BP3
6893,GPNMB
6894,RAPGEF5
6895,RAC1
6896,NUPL2
6897,IL6
6898,ZDHHC4
6899,AOAH
6900,BZW2
6901,DGKB
6902,TBRG4
6903,DDX56
6904,HUS1
6905,NACAD
6906,C7orf69
6907,DBNL
6908,CCM2
6909,MYO1G
6910,TTYH3
6911,MMD2
6912,CIDEB
6913,TTC5
6914,NKX2-8
6915,ZFHX2
6916,ADAMTS7
6917,FAM108C1
6918,IREB2
6919,ALPK3
6920,TM6SF1
6921,CIB2
6922,CALCOCO2
6923,RSAD1
6924,NMT1
6925,MYCBPAP
6926,SRSF1
6927,VEZF1
6928,CHAD
6929,TACO1
6930,TEX2
6931,DCAF7
6932,GH2
6933,CSH1
6934,LIMD2
6935,BRIP1
6936,KAT7
6937,RTP4
6938,ACTL6A
6939,NDUFB5
6940,MRPL47
6941,TRA2B
6942,SCN2A
6943,TBR1
6944,MARCH7
6945,ERMN
6946,GALNT5
6947,SCN7A
6948,TANK
6949,BLK
6950,GATA4
6951,SKIL
6952,EPRS
6953,HLX
6954,VPS45
6955,IL10
6956,KCTD3
6957,RPS6KC1
6958,RASSF5
6959,IL36G
6960,IL1RN
6961,IL36A
6962,IL36RN
6963,IL36B
6964,IL1F10
6965,SMPD4
6966,WDR33
6967,CCDC115
6968,SAP130
6969,BIN1
6970,IMP4
6971,UGGT1
6972,GYPC
6973,STAM
6974,GAD2
6975,ABI1
6976,YME1L1
6977,DNAJC1
6978,NIPSNAP3A
6979,LRRC8A
6980,FRRS1L
6981,CDK9
6982,TXN
6983,ODF2
6984,KIAA0368
6985,TOR1B
6986,C9orf78
6987,SMC2
6988,KLF4
6989,TOR1A
6990,RALGPS1
6991,FAM129B
6992,OR1J1
6993,OR13C9
6994,ST6GALNAC4
6995,TMOD1
6996,DAB2IP
6997,STXBP1
6998,SLC2A8
6999,ANGPTL2
7000,CDK5RAP2
7001,ZFP37
7002,SLC31A2
7003,SLC31A1
7004,TLR4
7005,ZNF189
7006,ALDOB
7007,STX17
7008,PRPF4
7009,FPGS
7010,USP20
7011,BAAT
7012,KIF12
7013,ATP6V1G1
7014,TEX10
7015,GARNL3
7016,MRPL50
7017,DPM2
7018,WDR38
7019,TSTD2
7020,GABBR2
7021,HEMGN
7022,PSMB7
7023,NR5A1
7024,C9orf156
7025,RABEPK
7026,GOLGA1
7027,XPA
7028,NCBP1
7029,ANP32B
7030,OR1L4
7031,PDCL
7032,RPL35
7033,CTSL2
7034,LMX1B
7035,ARPC5L
7036,ENPP2
7037,DSCC1
7038,DERL1
7039,MYC
7040,NOV
7041,IL33
7042,C9orf123
7043,RANBP6
7044,PLAA
7045,IL11RA
7046,UBAP2
7047,APTX
7048,RNF38
7049,TLN1
7050,CCL21
7051,SIT1
7052,IFNA21
7053,DMRT1
7054,DNAJB5
7055,SPAG8
7056,DCTN3
7057,CD72
7058,TMEM8B
7059,GRHPR
7060,ALDH1B1
7061,HINT2
7062,ARHGEF39
7063,IGFBPL1
7064,DENND4C
7065,RPS6
7066,CNPY3
7067,FOXP4
7068,PPIL1
7069,KLC4
7070,KIF13A
7071,ZSCAN9
7072,PIM1
7073,GMPR
7074,FTSJD2
7075,TFAP2A
7076,SLC22A7
7077,YIPF3
7078,TMEM63B
7079,FRS3
7080,TJAP1
7081,CAPN11
7082,TINAG
7083,HCRTR2
7084,HIST1H2AB
7085,KIAA0319
7086,IRF4
7087,SLC22A23
7088,TUBB2A
7089,LRRC1
7090,GCM1
7091,FOXF2
7092,BPHL
7093,RIPK1
7094,TUBB2B
7095,MNF1
7096,HMGA1
7097,TCF19
7098,FLOT1
7099,IER3
7100,MDC1
7101,PGBD1
7102,ATAT1
7103,TPMT
7104,CLPS
7105,RNF144B
7106,NRM
7107,MTCH1
7108,VARS2
7109,TAF8
7110,FAM8A1
7111,C6orf52
7112,FGFBP1
7113,FGFBP2
7114,CPEB2
7115,FHDC1
7116,TLR2
7117,MGARP
7118,TTC29
7119,MYO7A
7120,FCHSD2
7121,ARRB1
7122,SLCO2B1
7123,PRKRIR
7124,ANKRD42
7125,IL18BP
7126,NUMA1
7127,CCDC90B
7128,SYTL2
7129,CREBZF
7130,LRRC32
7131,PRCP
7132,NARS2
7133,RNF121
7134,MRPL15
7135,PI15
7136,TTPA
7137,GGH
7138,SLCO5A1
7139,SULF1
7140,TGS1
7141,SDCBP
7142,NEK1
7143,DDX60
7144,NXPE4
7145,SORL1
7146,TMPRSS4
7147,BUD13
7148,TRPC6
7149,MMP7
7150,MMP20
7151,MMP27
7152,C11orf70
7153,DCUN1D5
7154,YAP1
7155,TRIM29
7156,SLC37A4
7157,BTG4
7158,POU2F3
7159,RDX
7160,PPP2R1B
7161,FDX1
7162,C11orf1
7163,ARHGAP20
7164,MMP13
7165,TMPRSS13
7166,CASP1
7167,CASP5
7168,ALKBH8
7169,MAP2K5
7170,UNC13C
7171,SQRDL
7172,CTDSPL2
7173,SLTM
7174,THBS1
7175,MAPKBP1
7176,NUSAP1
7177,NDUFAF1
7178,KIF23
7179,ITGA11
7180,CASC5
7181,HAUS2
7182,RTF1
7183,PARP6
7184,RPLP1
7185,PAQR5
7186,LRRC49
7187,TUBGCP4
7188,RMDN3
7189,ITPKA
7190,UACA
7191,SMAD6
7192,PLCB2
7193,TMEM62
7194,PAK6
7195,ADAM10
7196,DUOX1
7197,SLC28A2
7198,STRA6
7199,CYP19A1
7200,ZNF280D
7201,SEMA6D
7202,BCL2L10
7203,RSL24D1
7204,SPTBN5
7205,GCHFR
7206,BCAR3
7207,TTLL7
7208,FNBP1L
7209,CCBL2
7210,GTF2B
7211,BRDT
7212,RABGGTB
7213,IFI44L
7214,GIPC2
7215,ARHGAP29
7216,IFI44
7217,SLC44A5
7218,CLCA2
7219,DNASE2B
7220,DBT
7221,RTCA
7222,IFT172
7223,EPT1
7224,CGREF1
7225,HADHB
7226,KHK
7227,ADCY3
7228,PPM1B
7229,PNPT1
7230,DYNC2LI1
7231,LHCGR
7232,SMEK2
7233,THUMPD2
7234,CYP1B1
7235,SULT6B1
7236,RAB1A
7237,ACTR2
7238,PREB
7239,SLC5A6
7240,ABCG5
7241,PREPL
7242,SLC3A1
7243,EMILIN1
7244,FBXO11
7245,SIX3
7246,ATRAID
7247,CENPO
7248,LRPPRC
7249,TRIM54
7250,DTNB
7251,ACTR1A
7252,CYP2C9
7253,TMEM180
7254,CYP2C8
7255,MYOF
7256,LOXL4
7257,STAMBPL1
7258,CH25H
7259,LBX1
7260,ATAD1
7261,BTBD16
7262,KIF11
7263,CUZD1
7264,TACC2
7265,DUSP5
7266,CALHM2
7267,ARL3
7268,CEP55
7269,KIF20B
7270,EXOC6
7271,PLCE1
7272,RBP4
7273,DBR1
7274,DNAJC13
7275,GPR87
7276,ANXA7
7277,FAM149B1
7278,TIMM23
7279,ASCC1
7280,PLA2G12B
7281,ZNF365
7282,OIT3
7283,ADAMTS14
7284,RPS24
7285,TET1
7286,DNA2
7287,MYPN
7288,AOX1
7289,ATIC
7290,SMARCAL1
7291,BARD1
7292,STAT4
7293,MSTN
7294,ALS2CR8
7295,ASNSD1
7296,METTL5
7297,SSB
7298,NAB1
7299,CDK15
7300,PPIG
7301,FASTKD1
7302,MDH1B
7303,HECW2
7304,IDH1
7305,OLA1
7306,CIR1
7307,SSFA2
7308,CHRNA1
7309,FAM117B
7310,WDR12
7311,ABI2
7312,ITGAV
7313,SLC40A1
7314,SLC35A5
7315,DIRC2
7316,SENP7
7317,GUCA1C
7318,CCDC54
7319,PARP9
7320,MNS1
7321,USP8
7322,SECISBP2L
7323,TMOD3
7324,SPPL2A
7325,GLCE
7326,SHF
7327,APH1B
7328,VWA9
7329,CILP
7330,PARP16
7331,PPCDC
7332,HCN4
7333,SEMA7A
7334,UBL7
7335,ARHGAP24
7336,FAM13A
7337,HERC3
7338,HERC6
7339,HERC5
7340,PCDH10
7341,NDST4
7342,C4orf21
7343,AP1AR
7344,COPS4
7345,HNRNPD
7346,PRKG2
7347,RASGEF1B
7348,SEC31A
7349,FGF5
7350,AGPAT9
7351,IL21
7352,FGF2
7353,BBS7
7354,KIAA1109
7355,BMPR1B
7356,RAP1GDS1
7357,LARP1B
7358,MMRN1
7359,PDE5A
7360,PRDM5
7361,TRPC3
7362,NAAA
7363,NUP54
7364,CXCL9
7365,BMP2K
7366,G3BP2
7367,SEPT11
7368,FRAS1
7369,SCARB2
7370,CCNG2
7371,CNOT6L
7372,USO1
7373,CDKL2
7374,SHROOM3
7375,ANXA3
7376,PPA2
7377,CENPE
7378,GSTCD
7379,INTS12
7380,ENPEP
7381,CASP6
7382,LEF1
7383,HADH
7384,EGF
7385,PAPSS1
7386,SEC24B
7387,C4orf17
7388,PPP3CA
7389,SLC39A8
7390,MTTP
7391,FBN2
7392,MAPK8IP3
7393,RGS3
7394,GUCD1
7395,TTLL8
7396,RNF185
7397,KIAA1644
7398,PARVG
7399,B4GALNT3
7400,PDE6H
7401,ERP27
7402,ETV6
7403,GABARAPL1
7404,KIF21A
7405,CPNE8
7406,YARS2
7407,FGD4
7408,PIK3C2G
7409,PLCZ1
7410,AEBP2
7411,SLCO1C1
7412,METTL20
7413,ETNK1
7414,ZCRB1
7415,TMEM117
7416,PRICKLE1
7417,C1RL
7418,CLSTN3
7419,KLRG1
7420,VAMP1
7421,TAPBPL
7422,CD27
7423,RBP5
7424,PEX5
7425,PIANP
7426,SLC38A4
7427,AMIGO2
7428,SCAF11
7429,COL2A1
7430,PPFIA2
7431,ANP32D
7432,LRIG3
7433,MARCH9
7434,INHBE
7435,GLIPR1
7436,TPH2
7437,PHLDA1
7438,TMEM19
7439,LGR5
7440,PTPRQ
7441,DUSP6
7442,POC1B
7443,TMTC3
7444,LUM
7445,KERA
7446,SNRPF
7447,AMDHD1
7448,NEDD1
7449,SYCP3
7450,ASCL1
7451,GAS2L3
7452,TMEM132B
7453,SLC15A4
7454,TDG
7455,C12orf52
7456,SDSL
7457,MMAB
7458,GLTP
7459,GIT2
7460,TCHP
7461,FAM222A
7462,FOXN4
7463,NUPL1
7464,MTMR6
7465,SLC46A3
7466,SLC7A1
7467,PDX1
7468,LNX2
7469,SUOX
7470,CCDC65
7471,SLC39A5
7472,TARBP2
7473,RDH16
7474,DHH
7475,ACVRL1
7476,GPR84
7477,NPFF
7478,NABP2
7479,N4BP2L1
7480,CELA1
7481,KANSL2
7482,CERS5
7483,MAP3K12
7484,ITGB7
7485,GALNT6
7486,CSAD
7487,LMBR1L
7488,C12orf10
7489,ESYT1
7490,TMBIM6
7491,ANKRD52
7492,KRT71
7493,ZNF740
7494,SMIM2
7495,WDFY2
7496,HNRNPA1L2
7497,LPAR6
7498,ESD
7499,RB1
7500,SBNO1
7501,MORN3
7502,SETD1B
7503,VPS37B
7504,RHOF
7505,DENR
7506,DIAPH3
7507,SLAIN1
7508,RBM26
7509,SRRM4
7510,METTL21C
7511,MBNL2
