DRUG_ID,DRUG_NAME,DRUG_SYNONYMS,DrugBank_ID,PubChem_ID,MESH_ID,KEGG_ID,TTD_ID
BADD_D00564,Dabigatran etexilate,"Dabigatran | N-((2-(((4-(aminoiminomethyl)phenyl)amino)methyl)-1-methyl-1H-benzimidazol-5-yl)carbonyl)-N-2-pyridinyl-beta-alanine | BIBR 1048 | Pradaxa | Dabigatran Etexilate | Etexilate, Dabigatran | Dabigatran Etexilate Mesylate | Etexilate Mesylate, Dabigatran | Mesylate, Dabigatran Etexilate",DB06695,135565674,D000069604,D07144,D0KI5R
BADD_D00565,Dabigatran etexilate mesylate,"Dabigatran | N-((2-(((4-(aminoiminomethyl)phenyl)amino)methyl)-1-methyl-1H-benzimidazol-5-yl)carbonyl)-N-2-pyridinyl-beta-alanine | BIBR 1048 | Pradaxa | Dabigatran Etexilate | Etexilate, Dabigatran | Dabigatran Etexilate Mesylate | Etexilate Mesylate, Dabigatran | Mesylate, Dabigatran Etexilate",DB06695,213023,D000069604,D07082,D03BFU
BADD_D00566,Dabrafenib,dabrafenib | GSK 2118436 | GSK2118436 | GSK-2118436,DB08912,44462760,C561627,D10064,D05ROI
BADD_D00567,Dabrafenib mesylate,dabrafenib | GSK 2118436 | GSK2118436 | GSK-2118436,DB08912,44516822,C561627,D10104,D05ROI
BADD_D00568,Dacarbazine,"Dacarbazine | Dimethyl Imidazole Carboxamide | Carboxamide, Dimethyl Imidazole | Imidazole Carboxamide, Dimethyl | DTIC | ICDT | Decarbazine | 5-(3,3-Dimethyl-1-triazeno)imidazole-4-carboxamide | DIC | Dimethyl Triazeno Imidazole Carboxamide | NSC-45388 | NSC 45388 | NSC45388 | DTIC-Dome | DTIC Dome | DTICDome | Biocarbazine | Deticene",DB00851,2942,D003606,D00288,D0Y7ZU
BADD_D00569,Daclatasvir dihydrochloride,"daclatasvir | carbamic acid, N,N'-((1,1'-biphenyl)-4,4'-diylbis(1H-imidazole-5,2-diyl-(2S)-2,1-pyrrolidinediyl((1S)-1-(1-methylethyl)-2-oxo-2,1-ethanediyl)))bis-, C,C'-dimethyl ester | daclatasvir dihydrochloride | Daklinza | BMS-790052 | BMS-790052-05",DB09102,25154713,C549273,D10105,D09SGV
BADD_D00570,Daclizumab,Daclizumab | Dacliximab | Zinbryta | Zenapax | Ro 24-7375 | Ro 24 7375 | Ro 247375 | Ro-24-7375,DB00111,Not Available,D000077561,D03639,D0P1BZ
BADD_D00571,Dactinomycin,"Dactinomycin | Meractinomycin | Actinomycin D | Actinomycin | Cosmegen | Cosmegen Lyovac | Lyovac, Cosmegen | Lyovac-Cosmegen | Lyovac Cosmegen | LyovacCosmegen",DB00970,457193,D003609,D00214,D0P8IV
BADD_D00572,Dalbavancin,"dalbavancin | Zeven | BI-397 | BI397 | BI 397 | MDL 64,397 | MDL-64397 | Dalvance | A-A-1 antibiotic | Xydalba | VER-001 | VER001",DB06219,16134627,C469289,D03640,D07QAR
BADD_D00573,Dalbavancin hydrochloride,"dalbavancin | Zeven | BI-397 | BI397 | BI 397 | MDL 64,397 | MDL-64397 | Dalvance | A-A-1 antibiotic | Xydalba | VER-001 | VER001",DB06219,86298757,C469289,D03640,D07QAR
BADD_D00574,Dalfampridine,"4-Aminopyridine | 4 Aminopyridine | Dalfampridine | Pymadine | VMI-103 | VMI 103 | VMI103 | 4-Aminopyridine Sustained Release | 4 Aminopyridine Sustained Release | Sustained Release, 4-Aminopyridine | Fampridine-SR | Fampridine SR",DB06637,1727,D015761,D04127,D08YIN
BADD_D00575,Dalteparin sodium,"Dalteparin | Tedelparin | FR-860 | FR 860 | FR860 | Kabi-2165 | Kabi 2165 | Kabi2165 | Dalteparin Sodium | Sodium, Dalteparin | Fragmin | Fragmine",DB06779,Not Available,D017985,D03353,Not Available
BADD_D00576,Danazol,Danazol | Danazant | Panacrine | Danocrine | Ladogal | Cyclomen | Danatrol | Danol | Danoval | Norciden | Azol | Danazol-Ratiopharm | Danazol Ratiopharm,DB01406,28417,D003613,D00289,D09IPV
BADD_D00577,Dantrolene sodium,"Dantrolene | Dantrolene Sodium | Sodium, Dantrolene | Dantrium",DB01219,6604100,D003620,D02274,D0I8DD
BADD_D00578,Dapagliflozin,"dapagliflozin | (2S,3R,4R,5S,6R)-2-(4-chloro-3-(4-ethoxybenzyl)phenyl)-6- (hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol | Farxiga | Forxiga | 2-(3-(4-ethoxybenzyl)-4-chlorophenyl)-6-hydroxymethyltetrahydro-2H-pyran-3,4,5-triol | BMS 512148 | BMS512148 | BMS-512148",DB06292,9887712,C529054,D08897,D01TNW
BADD_D00579,Dapagliflozin propanediol,Not Available,Not Available,24906252,Not Available,D09763,Not Available
BADD_D00580,Dapsone,"Dapsone | DADPS | Sulfonyldianiline | Diaminodiphenylsulfone | Diaphenylsulfone | 4,4'-Diaminophenyl Sulfone | 4,4' Diaminophenyl Sulfone | Sulfone, 4,4'-Diaminophenyl | Sulfona | Dapson-Fatol | Disulone | Avlosulfone | Dapsoderm-X",DB00250,2955,D003622,D00592,D0MA9N
BADD_D00581,Daptomycin,"Daptomycin | Deptomycin | Cubicin | Daptomycin, 9-L beta-Aspartic Acid | Daptomycin, 9 L beta Aspartic Acid | LY-146032 | LY 146032 | LY146032",DB00080,16134395,D017576,D01080,D05HPI
BADD_D00582,Daratumumab,daratumumab | humax-CD38 | humax-CD 38 | Darzalex,DB09331,Not Available,C556306,D10777,Not Available
BADD_D00583,Darbepoetin alfa,Darbepoetin alfa | Novel Erythropoiesis Stimulating Protein | NESP | Darbepoietin alfa | Aranesp | Aranest | KRN 321 | KRN321 | KRN-321,DB00012,Not Available,D000068256,D03651,D02LVZ
BADD_D00584,Darifenacin,"darifenacin | darifenacine | darifenicin | (S)-1-(2-(2,3-dihydro-5-benzofuranyl)ethyl)-alpha,alpha-diphenyl-3-pyrrolidineacetamide | darifenacin hydrochloride | Enablex | UK-88525 | darifenacin hydrobromide | Emselex",DB00496,444031,C101207,D03654,D0Y5AM
BADD_D00585,Darifenacin hydrobromide,"darifenacin | darifenacine | darifenicin | (S)-1-(2-(2,3-dihydro-5-benzofuranyl)ethyl)-alpha,alpha-diphenyl-3-pyrrolidineacetamide | darifenacin hydrochloride | Enablex | UK-88525 | darifenacin hydrobromide | Emselex",DB00496,444030,C101207,D01699,D0Y5AM
BADD_D00586,Darunavir,"Darunavir | Prezista | UIC-94017 | UIC 94017 | UIC94017 | Darunavir Ethanolate | Ethanolate, Darunavir | TMC 114 | 114, TMC | TMC114 | TMC-114",DB01264,213039,D000069454,D03656,D03IGH
BADD_D00587,Darunavir ethanolate,"Darunavir | Prezista | UIC-94017 | UIC 94017 | UIC94017 | Darunavir Ethanolate | Ethanolate, Darunavir | TMC 114 | 114, TMC | TMC114 | TMC-114",DB01264,23725083,D000069454,D06478,D03IGH
BADD_D00588,Dasabuvir,"dasabuvir | N-(6-(3-tert-butyl-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-2-methoxyphenyl)naphthalen-2-yl)methanesulfonamide | ABT-333",DB09183,56640146,C588260,D10553,D04KJT
BADD_D00589,Dasatinib,"Dasatinib | N-(2-chloro-6-methylphenyl)-2-(6-(4-(2-hydroxyethyl)piperazin-1-yl)-2-methylpyrimidin-4-ylamino)thiazole-5-carboxamide | Sprycel | (18F)-N-(2-chloro-6-methylphenyl)-2-(6-(4-(2-hydroxyethyl)piperazin-1-yl)-2-methylpyrimidin-4-ylamino)thiazole-5-carboxamide | BMS 354825 | 354825, BMS | BMS354825 | BMS-354825",DB01254,3062316,D000069439,D03658,D0E6XR
BADD_D00590,Daunorubicin,"Daunorubicin | Daunomycin | Rubomycin | Dauno-Rubidomycine | Dauno Rubidomycine | Rubidomycin | Daunoblastin | Daunoblastine | NSC-82151 | NSC 82151 | NSC82151 | Cerubidine | Daunorubicin Hydrochloride | Hydrochloride, Daunorubicin",DB00694,30323,D003630,D07776,D01XWG
BADD_D00591,Daunorubicin citrate,"Daunorubicin | Daunomycin | Rubomycin | Dauno-Rubidomycine | Dauno Rubidomycine | Rubidomycin | Daunoblastin | Daunoblastine | NSC-82151 | NSC 82151 | NSC82151 | Cerubidine | Daunorubicin Hydrochloride | Hydrochloride, Daunorubicin",DB00694,9961878,D003630,D10787,D01XWG
BADD_D00592,Daunorubicin hydrochloride,"Daunorubicin | Daunomycin | Rubomycin | Dauno-Rubidomycine | Dauno Rubidomycine | Rubidomycin | Daunoblastin | Daunoblastine | NSC-82151 | NSC 82151 | NSC82151 | Cerubidine | Daunorubicin Hydrochloride | Hydrochloride, Daunorubicin",DB00694,62770,D003630,D01264,D01XWG
BADD_D00593,Decitabine,"Decitabine | 5-Aza-2'-deoxycytidine | 5 Aza 2' deoxycytidine | 5-AzadC | AzadC Compound | Compound, AzadC | 5AzadC | 2'-Deoxy-5-azacytidine | 2' Deoxy 5 azacytidine | 5-Azadeoxycytidine | 5 Azadeoxycytidine | Dacogen | 5-Deoxyazacytidine | 5 Deoxyazacytidine | NSC 127716 | NSC-127716 | NSC127716 | Decitabine Mesylate | Mesylate, Decitabine",DB01262,451668,D000077209,D03665,D0X5XU
BADD_D00594,Deferasirox,"Deferasirox | 4-(3,5-Bis-(2-hydroxyphenyl)-(1,2,4)-triazol-1-yl)benzoic acid | ICL 670A | ICL-670A | ICL670A | ICL-670 | ICL670 | ICL 670 | Exjade",DB01609,214348,D000077588,D03669,D0Q5UQ
BADD_D00595,Deferiprone,"Deferiprone | 1,2-Dimethyl-3-hydroxy-4-pyridinone | 1,2 Dimethyl 3 hydroxy 4 pyridinone | DMOHPO | 1,2-Dimethyl-3-hydroxypyrid-4-one | 1,2 Dimethyl 3 hydroxypyrid 4 one | 3-Hydroxy-1,2-dimethyl-4-pyridinone | 3 Hydroxy 1,2 dimethyl 4 pyridinone | HDMPP | 1,2-Dimethyl-3-hydroxypyridin-4-one | 1,2 Dimethyl 3 hydroxypyridin 4 one | Ferriprox",DB08826,2972,D000077543,D07416,D0N0OU
BADD_D00596,Deferoxamine,"Deferoxamine | Desferrioxamine | Desferioximine | Deferoxamine B | Desferrioxamine B | Deferoximine | Deferrioxamine B | Desferroxamine | Desferrioxamine B Mesylate | Mesylate, Desferrioxamine B | Deferoxamine Mesilate | Mesilate, Deferoxamine | Deferoxamine Mesylate | Mesylate, Deferoxamine | Deferoxamine Methanesulfonate | Methanesulfonate, Deferoxamine | Desferal",DB00746,2973,D003676,D03670,D0FJ8A
BADD_D00597,Deferoxamine mesylate,"Deferoxamine | Desferrioxamine | Desferioximine | Deferoxamine B | Desferrioxamine B | Deferoximine | Deferrioxamine B | Desferroxamine | Desferrioxamine B Mesylate | Mesylate, Desferrioxamine B | Deferoxamine Mesilate | Mesilate, Deferoxamine | Deferoxamine Mesylate | Mesylate, Deferoxamine | Deferoxamine Methanesulfonate | Methanesulfonate, Deferoxamine | Desferal",DB00746,62881,D003676,D01186,D0FJ8A
BADD_D00598,Defibrotide sodium,defibrotide | defibrotide (bovine) | defibrinotide | defibrotide sodium | defibrotide sodium (porcine mucosa) | JZP-381 | JZP381 | Defitelio,DB04932,135565962,C036901,D07423,D0FM2W
BADD_D00599,Degarelix,acetyl-2-naphthylalanyl-3-chlorophenylalanyl-1-oxohexadecyl-seryl-4-aminophenylalanyl(hydroorotyl)-4-aminophenylalanyl(carbamoyl)-leucyl-ILys-prolyl-alaninamide | uglypeptide1 | Ac-2Nal-4Cpa-3Pal-Ser-4Aph(hydroorotyl)-4Aph(carbamoyl)-Leu-ILys-pro-Ala-NH2 | Firmagon | degarelix | degarelix acetate | Gonax | FE 200486 | FE200486 | FE-200486,DB06699,16136245,C431566,D08901,D0Y7KH
BADD_D00600,Degarelix acetate,acetyl-2-naphthylalanyl-3-chlorophenylalanyl-1-oxohexadecyl-seryl-4-aminophenylalanyl(hydroorotyl)-4-aminophenylalanyl(carbamoyl)-leucyl-ILys-prolyl-alaninamide | uglypeptide1 | Ac-2Nal-4Cpa-3Pal-Ser-4Aph(hydroorotyl)-4Aph(carbamoyl)-Leu-ILys-pro-Ala-NH2 | Firmagon | degarelix | degarelix acetate | Gonax | FE 200486 | FE200486 | FE-200486,DB06699,16186010,C431566,D08635,D0Y7KH
BADD_D00601,Dekamycin ii,dekamycin,Not Available,4454,C056832,Not Available,Not Available
BADD_D00602,Delamanid,OPC-67683 | delamanid,DB11637,6480466,C516022,D09785,D0S3NU
BADD_D00603,Delavirdine,"Delavirdine | Rescriptor | U-90152 | U 90152 | U90152 | U-90152S | U 90152S | U90152S | Delavirdine Mesylate | Mesylate, Delavirdine",DB00705,5625,D020008,D07782,D0G6SD
BADD_D00604,Delavirdine mesylate,"Delavirdine | Rescriptor | U-90152 | U 90152 | U90152 | U-90152S | U 90152S | U90152S | Delavirdine Mesylate | Mesylate, Delavirdine",DB00705,441386,D020008,D00895,D0G6SD
BADD_D00605,Demeclocycline,"Demeclocycline | Demethylchlortetracycline | Declomycin | Lédermycine | Ledermycin | Demeclocycline, Calcium (1:1) Salt | Demeclocycline Monohydrochloride | Monohydrochloride, Demeclocycline | Demeclocycline, 4-epimer | Demeclocycline, Calcium (1:2) Salt | Demeclocycline Hydrochloride | Hydrochloride, Demeclocycline",DB00618,54680690,D003707,D03680,D0R9WP
BADD_D00606,Demeclocycline hydrochloride,"Demeclocycline | Demethylchlortetracycline | Declomycin | Lédermycine | Ledermycin | Demeclocycline, Calcium (1:1) Salt | Demeclocycline Monohydrochloride | Monohydrochloride, Demeclocycline | Demeclocycline, 4-epimer | Demeclocycline, Calcium (1:2) Salt | Demeclocycline Hydrochloride | Hydrochloride, Demeclocycline",DB00618,54686764,D003707,D00290,D0R9WP
BADD_D00607,Denileukin diftitox,denileukin diftitox | Ontak | LY-335348 | DAB(389)-interleukin 2 | DAB389-IL-2 | DAB(389)-IL-2 | DAB(389)IL-2,DB00004,Not Available,C078456,D03682,Not Available
BADD_D00608,Denosumab,Denosumab | Xgeva | AMG 162 | Prolia,DB06643,Not Available,D000069448,D03684,D08WSY
BADD_D00609,Deoxycholic acid,"Deoxycholic Acid | Desoxycholic Acid | Dihydroxycholanoic Acid | Choleic Acid | Deoxycholate | Deoxycholic Acid, 12beta-Isomer | 12beta-Isomer Deoxycholic Acid | Deoxycholic Acid, 12beta Isomer | Deoxycholic Acid, 3beta-Isomer | 3beta-Isomer Deoxycholic Acid | Deoxycholic Acid, 3beta Isomer | Deoxycholic Acid, 5alpha-Isomer | 5alpha-Isomer Deoxycholic Acid | Deoxycholic Acid, 5alpha Isomer | Deoxycholic Acid, Magnesium (2:1) Salt | Deoxycholic Acid, Monoammonium Salt | Deoxycholic Acid, Monopotassium Salt | Deoxycholic Acid, Monosodium Salt | Sodium Deoxycholate | Deoxycholate, Sodium | Deoxycholic Acid, Sodium Salt, 12beta-Isomer | Lagodeoxycholic Acid | Kybella | Deoxycholic Acid, Disodium Salt",DB03619,222528,D003840,D10781,Not Available
BADD_D00610,Depreotide,technetium Tc 99m depreotide | Tc-99m depreotide | NeoTec,DB11628,9898619,C444119,D06030,Not Available
BADD_D00611,Desflurane,"Desflurane | 1,2,2,2-Tetrafluoroethyl difluoromethyl ether | I 653 | I-653 | I653 | Suprane",DB01189,42113,D000077335,D00546,D0H4GN
BADD_D00612,Desipramine,"Desipramine | Desmethylimipramine | Demethylimipramine | Desipramine Hydrochloride | Hydrochloride, Desipramine | Norpramin | Ratio-Desipramine | Ratio Desipramine | Nu-Desipramine | Nu Desipramine | Pertofrane | Pertrofran | Pertofran | Petylyl | PMS-Desipramine | PMS Desipramine | Apo-Desipramine | Apo Desipramine | Novo-Desipramine | Novo Desipramine",DB01151,2995,D003891,D07791,D01UTL
BADD_D00613,Desipramine hydrochloride,"Desipramine | Desmethylimipramine | Demethylimipramine | Desipramine Hydrochloride | Hydrochloride, Desipramine | Norpramin | Ratio-Desipramine | Ratio Desipramine | Nu-Desipramine | Nu Desipramine | Pertofrane | Pertrofran | Pertofran | Petylyl | PMS-Desipramine | PMS Desipramine | Apo-Desipramine | Apo Desipramine | Novo-Desipramine | Novo Desipramine",DB01151,65327,D003891,D00812,D01UTL
BADD_D00614,Desirudin,desirudin | desulphatohirudin | recombinant HV1 hirudin | desulfatohirudin | Iprivask | IK-HIR02 | CGP 39393 | CGP-39393 | Revasc,DB11095,16129703,C060225,D03692,D00UOR
BADD_D00615,Desloratadine,desloratadine | descarboethoxyloratadine | SCH 34117 | SCH-34117 | Clarinex | Neoclarityn | Aerius | descarboethoxyloratadine acetate,DB00967,124087,C121345,D03693,D01GBY
BADD_D00616,Desmopressin,"Deamino Arginine Vasopressin | Arginine Vasopressin, Deamino | 1-Desamino-8-arginine Vasopressin | Vasopressin, 1-Desamino-8-arginine | Desmopressin | Vasopressin, Deamino Arginine | 1-Deamino-8-D-arginine Vasopressin | Vasopressin, 1-Deamino-8-D-arginine | Adiuretin SD | Apo-Desmopressin | DDAVP | Octostim | Desmotabs | Octim | Desmopressine Ferring | Ferring, Desmopressine | Desmospray | Nocutil | Desmopressin Acetate | Acetate, Desmopressin | Desmopressin Monoacetate, Trihydrate | Monoacetate, Trihydrate Desmopressin | Trihydrate Desmopressin Monoacetate | Desmopressin Monoacetate | Monoacetate, Desmopressin | Minirin | Minurin | Adiuretin | Desmogalen",DB00035,5311065,D003894,D00291,D0U7SH
BADD_D00617,Desmopressin acetate,"Deamino Arginine Vasopressin | Arginine Vasopressin, Deamino | 1-Desamino-8-arginine Vasopressin | Vasopressin, 1-Desamino-8-arginine | Desmopressin | Vasopressin, Deamino Arginine | 1-Deamino-8-D-arginine Vasopressin | Vasopressin, 1-Deamino-8-D-arginine | Adiuretin SD | Apo-Desmopressin | DDAVP | Octostim | Desmotabs | Octim | Desmopressine Ferring | Ferring, Desmopressine | Desmospray | Nocutil | Desmopressin Acetate | Acetate, Desmopressin | Desmopressin Monoacetate, Trihydrate | Monoacetate, Trihydrate Desmopressin | Trihydrate Desmopressin Monoacetate | Desmopressin Monoacetate | Monoacetate, Desmopressin | Minirin | Minurin | Adiuretin | Desmogalen",DB00035,27991,D003894,D02235,D0U7SH
BADD_D00618,Desogestrel,"Desogestrel | 13-Ethyl-11-methylene-18,19-dinor-17 alpha-pregn-4-en-20-yn-17-ol | 13 Ethyl 11 methylene 18,19 dinor 17 alpha pregn 4 en 20 yn 17 ol | alpha-pregn-4-en-20-yn-17-ol, 13-Ethyl-11-methylene-18,19-dinor-17 | 18,19-Dinorpregn-4-en-20-yn-17-ol, 13-ethyl-11-methylene-, (17alpha)- | Org-2969 | Org 2969 | Org2969 | Marvelon | Cerazette",DB00304,40973,D017135,D02367,D06CGB
BADD_D00619,Desonide,Desonide | Prednacinolone | Tridésonit | Locapred | Locatop | Tridesilon | Desone | Desowen | Desocort,DB01260,5311066,D003898,D03696,D02JNM
BADD_D00620,Desoximetasone,Desoximetasone | Desoxymethasone | 17-Desoxymethasone | 17 Desoxymethasone | Deoxydexamethasone | Topicort | Stiedex | A-41304 | A 41304 | A41304 | Ibaril | Topisolon | Flubason | Topicorte | Desoxi,DB00547,5311067,D003899,D03697,D0CZ1Q
BADD_D00621,Desvenlafaxine,"Desvenlafaxine Succinate | Succinate, Desvenlafaxine | O-desmethylvenlafaxine Succinate Monohydrate | Monohydrate, O-desmethylvenlafaxine Succinate | O desmethylvenlafaxine Succinate Monohydrate | Succinate Monohydrate, O-desmethylvenlafaxine | 2-(1-hydroxycyclohexyl)-2-((4-hydroxyphenyl)ethyl)dimethylammonium 3-carboxypropanoate monohydrate | O-desmethylvenlafaxine Succinate | O desmethylvenlafaxine Succinate | Succinate, O-desmethylvenlafaxine | WY 45,233 | 45,233, WY | WY-45,233 | WY45,233 | WY-45233 | WY45233 | WY 45233 | 45233, WY | Pristiq | Desvenlafaxine | O-desmethylvenlafaxine | O desmethylvenlafaxine | 4-(2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl)phenol",DB06700,125017,D000069468,D07793,D0O3FG
BADD_D00622,Desvenlafaxine succinate,"Desvenlafaxine Succinate | Succinate, Desvenlafaxine | O-desmethylvenlafaxine Succinate Monohydrate | Monohydrate, O-desmethylvenlafaxine Succinate | O desmethylvenlafaxine Succinate Monohydrate | Succinate Monohydrate, O-desmethylvenlafaxine | 2-(1-hydroxycyclohexyl)-2-((4-hydroxyphenyl)ethyl)dimethylammonium 3-carboxypropanoate monohydrate | O-desmethylvenlafaxine Succinate | O desmethylvenlafaxine Succinate | Succinate, O-desmethylvenlafaxine | WY 45,233 | 45,233, WY | WY-45,233 | WY45,233 | WY-45233 | WY45233 | WY 45233 | 45233, WY | Pristiq | Desvenlafaxine | O-desmethylvenlafaxine | O desmethylvenlafaxine | 4-(2-(dimethylamino)-1-(1-hydroxycyclohexyl)ethyl)phenol",DB06700,9800068,D000069468,D02570,D0O3FG
BADD_D00623,Dexamethasone,Dexamethasone | Methylfluorprednisolone | Hexadecadrol | Decameth | Decaspray | Dexasone | Dexpak | Maxidex | Millicorten | Oradexon | Decaject | Decaject-L.A. | Decaject L.A. | Hexadrol,DB01234,5743,D003907,D00292,D0IT2G
BADD_D00624,Dexamethasone phosphate,"dexamethasone 21-phosphate | dexamethasone phosphate | dexamethasone 21-phosphate, monosodium salt, (11beta,16alpha)-isomer | dexamethasone sodium phosphate | dexamethasonedisodium phosphate | dexamethasone phosphate disodium salt | Solu- Decadron | Spersadex | Spersadox | dexamethasone 21-phosphate, (6alpha,11beta,16alpha)-isomer | dexamethasone 21-phosphate, disodium salt, (11beta,16alpha)-isomer | dexamethasone 21-phosphate, disodium salt, (6alpha,11beta,16alpha)-isomer | Decadron phosphate | dexamethasone 21-phosphate, sodium salt, (11beta,16alpha)-isomer | dexamethasone 21-phosphate, copper (+2) salt (2:3), (11beta,16alpha)-isomer",DB01234,9400,C004180,D07802,D0NA8U
BADD_D00625,Dexamethasone sodium phosphate,"dexamethasone 21-phosphate | dexamethasone phosphate | dexamethasone 21-phosphate, monosodium salt, (11beta,16alpha)-isomer | dexamethasone sodium phosphate | dexamethasonedisodium phosphate | dexamethasone phosphate disodium salt | Solu- Decadron | Spersadex | Spersadox | dexamethasone 21-phosphate, (6alpha,11beta,16alpha)-isomer | dexamethasone 21-phosphate, disodium salt, (11beta,16alpha)-isomer | dexamethasone 21-phosphate, disodium salt, (6alpha,11beta,16alpha)-isomer | Decadron phosphate | dexamethasone 21-phosphate, sodium salt, (11beta,16alpha)-isomer | dexamethasone 21-phosphate, copper (+2) salt (2:3), (11beta,16alpha)-isomer",DB01234,16961,C004180,D00975,D0NA8U
BADD_D00626,Dexchlorpheniramine,"dexchlorpheniramine | dexclorfeniramine | dexchlorpheniramine, (+-)-isomer | dexchlorpheniramine, (R)-isomer | dexchlorpheniramine, monohydrochloride, (S)-isomer | Dexclor | Polaramine | Polaramin | dexchlorpheniramine monohydrochloride | Polaronil | dexchlorpheniramine maleate | dextrochlorpheniramine maleate | dexchlorpheniramine maleate (1:1), (+-)-isomer | dexchlorpheniramine maleate (1:1), (R)-isomer | dexchlorpheniramine maleate (1:1), (S)-isomer | dexchlorpheniramine sodium maleate (1:1) | Polargen TD",DB13679,33036,C018904,D07803,D05ZGQ
BADD_D00627,Dexchlorpheniramine maleate,"dexchlorpheniramine | dexclorfeniramine | dexchlorpheniramine, (+-)-isomer | dexchlorpheniramine, (R)-isomer | dexchlorpheniramine, monohydrochloride, (S)-isomer | Dexclor | Polaramine | Polaramin | dexchlorpheniramine monohydrochloride | Polaronil | dexchlorpheniramine maleate | dextrochlorpheniramine maleate | dexchlorpheniramine maleate (1:1), (+-)-isomer | dexchlorpheniramine maleate (1:1), (R)-isomer | dexchlorpheniramine maleate (1:1), (S)-isomer | dexchlorpheniramine sodium maleate (1:1) | Polargen TD",DB09555,5281070,C018904,D00668,D05ZGQ
